YEAR;SHOW;RUNNING ORDER;COUNTRY;ARTIST;SONG TITLE;LANGUAGE;PLACE;POINTS
1956;Grand Final;01;Netherlands;Jetty Paerl;"De vogels van Holland";Dutch;;
1956;Grand Final;02;Switzerland;Lys Assia;"Das alte Karussell";German;;
1956;Grand Final;03;Belgium;Fud Leclerc;"Messieurs les noyés de la Seine";French;;
1956;Grand Final;04;Germany;Walter Andreas Schwarz;"Im Wartesaal zum großen Glück";German;;
1956;Grand Final;05;France;Mathé Altéry;"Le temps perdu";French;;
1956;Grand Final;06;Luxembourg;Michèle Arnaud;"Ne crois pas";French;;
1956;Grand Final;07;Italy;Franca Raimondi;"Aprite le finestre";Italian;;
1956;Grand Final;08;Netherlands;Corry Brokken;"Voorgoed voorbij";Dutch;;
1956;Grand Final;09;Switzerland;Lys Assia;"Refrain";French;1;
1956;Grand Final;10;Belgium;Mony Marc;"Le plus beau jour de ma vie";French;;
1956;Grand Final;11;Germany;Freddy Quinn;"So geht das jede Nacht";German;;
1956;Grand Final;12;France;Dany Dauberson;"Il est là";French;;
1956;Grand Final;13;Luxembourg;Michèle Arnaud;"Les amants de minuit";French;;
1956;Grand Final;14;Italy;Tonina Torrielli;"Amami se vuoi";Italian;;
1957;Grand Final;01;Belgium;Bobbejaan Schoepen;"Straatdeuntje";Dutch;8;5
1957;Grand Final;02;Luxembourg;Danièle Dupré;"Amours mortes (tant de peine)";French;4;8
1957;Grand Final;03;United Kingdom;Patricia Bredin;"All";English;7;6
1957;Grand Final;04;Italy;Nunzio Gallo;"Corde della mia chitarra";Italian;6;7
1957;Grand Final;05;Austria;Bob Martin;"Wohin, kleines Pony?";German;10;3
1957;Grand Final;06;Netherlands;Corry Brokken;"Net als toen";Dutch;1;31
1957;Grand Final;07;Germany;Margot Hielscher;"Telefon, Telefon";German;4;8
1957;Grand Final;08;France;Paule Desjardins;"La belle amour";French;2;17
1957;Grand Final;09;Denmark;Birthe Wilke & Gustav Winckler;"Skibet skal sejle i nat";Danish;3;10
1957;Grand Final;10;Switzerland;Lys Assia;"L'enfant que j'étais";French;8;5
1958;Grand Final;01;Italy;Domenico Modugno;"Nel blu dipinto di blu";Italian;3;13
1958;Grand Final;02;Netherlands;Corry Brokken;"Heel de wereld";Dutch;9;1
1958;Grand Final;03;France;André Claveau;"Dors, mon amour";French;1;27
1958;Grand Final;04;Luxembourg;Solange Berry;"Un grand amour";French;9;1
1958;Grand Final;05;Sweden;Alice Babs;"Lilla stjärna";Swedish;4;10
1958;Grand Final;06;Denmark;Raquel Rastenni;"Jeg rev et blad ud af min dagbog";Danish;8;3
1958;Grand Final;07;Belgium;Fud Leclerc;"Ma petite chatte";French;5;8
1958;Grand Final;08;Germany;Margot Hielscher;"Für zwei Groschen Musik";German;7;5
1958;Grand Final;09;Austria;Liane Augustin;"Die ganze Welt braucht Liebe";German;5;8
1958;Grand Final;10;Switzerland;Lys Assia;"Giorgio";German, Italian;2;24
1959;Grand Final;01;France;Jean Philippe;"Oui, oui, oui, oui";French;3;15
1959;Grand Final;02;Denmark;Birthe Wilke;"Uh, jeg ville ønske jeg var dig";Danish;5;12
1959;Grand Final;03;Italy;Domenico Modugno;"Piove (Ciao, ciao bambina)";Italian;6;9
1959;Grand Final;04;Monaco;Jacques Pills;"Mon ami Pierrot";French;11;1
1959;Grand Final;05;Netherlands;Teddy Scholten;"Een beetje";Dutch;1;21
1959;Grand Final;06;Germany;Alice & Ellen Kessler;"Heute Abend wollen wir tanzen geh'n";German;8;5
1959;Grand Final;07;Sweden;Brita Borg;"Augustin";Swedish;9;4
1959;Grand Final;08;Switzerland;Christa Williams;"Irgendwoher";German;4;14
1959;Grand Final;09;Austria;Ferry Graf;"Der K und K Kalypso aus Wien";German;9;4
1959;Grand Final;10;United Kingdom;Pearl Carr & Teddy Johnson;"Sing, Little Birdie";English;2;16
1959;Grand Final;11;Belgium;Bob Benny;"Hou toch van mij";Dutch;6;9
1960;Grand Final;01;United Kingdom;Bryan Johnson;"Looking High, High, High";English;2;25
1960;Grand Final;02;Sweden;Siw Malmkvist;"Alla andra får varann";Swedish;10;4
1960;Grand Final;03;Luxembourg;Camillo Felgen;"So laang we's du do bast";Luxembourgish;13;1
1960;Grand Final;04;Denmark;Katy Bødtger;"Det var en yndig tid";Danish;10;4
1960;Grand Final;05;Belgium;Fud Leclerc;"Mon amour pour toi";French;6;9
1960;Grand Final;06;Norway;Nora Brockstedt;"Voi Voi";Norwegian;4;11
1960;Grand Final;07;Austria;Harry Winter;"Du hast mich so fasziniert";German;7;6
1960;Grand Final;08;Monaco;François Deguelt;"Ce soir-là";French;3;15
1960;Grand Final;09;Switzerland;Anita Traversi;"Cielo e terra";Italian;8;5
1960;Grand Final;10;Netherlands;Rudi Carrell;"Wat een geluk";Dutch;12;2
1960;Grand Final;11;Germany;Wyn Hoop;"Bonne nuit ma chérie";German;4;11
1960;Grand Final;12;Italy;Renato Rascel;"Romantica";Italian;8;5
1960;Grand Final;13;France;Jacqueline Boyer;"Tom Pillibi";French;1;32
1961;Grand Final;01;Spain;Conchita Bautista;"Estando contigo";Spanish;9;8
1961;Grand Final;02;Monaco;Colette Deréal;"Allons, allons les enfants";French;10;6
1961;Grand Final;03;Austria;Jimmy Makulis;"Sehnsucht";German;15;1
1961;Grand Final;04;Finland;Laila Kinnunen;"Valoa ikkunassa";Finnish;10;6
1961;Grand Final;05;Yugoslavia;Ljiljana Petrović;"Neke davne zvezde" (Неке давне звезде);Serbian;8;9
1961;Grand Final;06;Netherlands;Greetje Kauffeld;"Wat een dag";Dutch;10;6
1961;Grand Final;07;Sweden;Lill-Babs;"April, april";Swedish;14;2
1961;Grand Final;08;Germany;Lale Andersen;"Einmal sehen wir uns wieder";German, French;13;3
1961;Grand Final;09;France;Jean-Paul Mauric;"Printemps, avril carillonne";French;4;13
1961;Grand Final;10;Switzerland;Franca di Rienzo;"Nous aurons demain";French;3;16
1961;Grand Final;11;Belgium;Bob Benny;"September, gouden roos";Dutch;15;1
1961;Grand Final;12;Norway;Nora Brockstedt;"Sommer i Palma";Norwegian;7;10
1961;Grand Final;13;Denmark;Dario Campeotto;"Angelique";Danish;5;12
1961;Grand Final;14;Luxembourg;Jean-Claude Pascal;"Nous les amoureux";French;1;31
1961;Grand Final;15;United Kingdom;The Allisons;"Are You Sure?";English;2;24
1961;Grand Final;16;Italy;Betty Curtis;"Al di là";Italian;5;12
1962;Grand Final;01;Finland;Marion Rung;"Tipi-tii";Finnish;7;4
1962;Grand Final;02;Belgium;Fud Leclerc;"Ton nom";French;13;0
1962;Grand Final;03;Spain;Victor Balaguer;"Llámame";Spanish;13;0
1962;Grand Final;04;Austria;Eleonore Schwarz;"Nur in der Wiener Luft";German;13;0
1962;Grand Final;05;Denmark;Ellen Winther;"Vuggevise";Danish;10;2
1962;Grand Final;06;Sweden;Inger Berggren;"Sol och vår";Swedish;7;4
1962;Grand Final;07;Germany;Conny Froboess;"Zwei kleine Italiener";German;6;9
1962;Grand Final;08;Netherlands;De Spelbrekers;"Katinka";Dutch;13;0
1962;Grand Final;09;France;Isabelle Aubret;"Un premier amour";French;1;26
1962;Grand Final;10;Norway;Inger Jacobsen;"Kom sol, kom regn";Norwegian;10;2
1962;Grand Final;11;Switzerland;Jean Philippe;"Le retour";French;10;2
1962;Grand Final;12;Yugoslavia;Lola Novaković;"Ne pali svetla u sumrak" (Не пали светла у сумрак);Serbian;4;10
1962;Grand Final;13;United Kingdom;Ronnie Carroll;"Ring-A-Ding Girl";English;4;10
1962;Grand Final;14;Luxembourg;Camillo Felgen;"Petit bonhomme";French;3;11
1962;Grand Final;15;Italy;Claudio Villa;"Addio, addio";Italian;9;3
1962;Grand Final;16;Monaco;François Deguelt;"Dis rien";French;2;13
1963;Grand Final;01;United Kingdom;Ronnie Carroll;"Say Wonderful Things";English;4;28
1963;Grand Final;02;Netherlands;Annie Palmen;"Een speeldoos";Dutch;13;0
1963;Grand Final;03;Germany;Heidi Brühl;"Marcel";German;9;5
1963;Grand Final;04;Austria;Carmela Corren;"Vielleicht geschieht ein Wunder";German, English;7;16
1963;Grand Final;05;Norway;Anita Thallaug;"Solhverv";Norwegian;13;0
1963;Grand Final;06;Italy;Emilio Pericoli;"Uno per tutte";Italian;3;37
1963;Grand Final;07;Finland;Laila Halme;"Muistojeni laulu";Finnish;13;0
1963;Grand Final;08;Denmark;Grethe & Jørgen Ingmann;"Dansevise";Danish;1;42
1963;Grand Final;09;Yugoslavia;Vice Vukov;"Brodovi";Croatian;11;3
1963;Grand Final;10;Switzerland;Esther Ofarim;"T'en va pas";French;2;40
1963;Grand Final;11;France;Alain Barrière;"Elle était si jolie";French;5;25
1963;Grand Final;12;Spain;José Guardiola;"Algo prodigioso";Spanish;12;2
1963;Grand Final;13;Sweden;Monica Zetterlund;"En gång i Stockholm";Swedish;13;0
1963;Grand Final;14;Belgium;Jacques Raymond;"Waarom?";Dutch;10;4
1963;Grand Final;15;Monaco;Françoise Hardy;"L'amour s'en va";French;5;25
1963;Grand Final;16;Luxembourg;Nana Mouskouri;"À force de prier";French;8;13
1964;Grand Final;01;Luxembourg;Hugues Aufray;"Dès que le printemps revient";French;4;14
1964;Grand Final;02;Netherlands;Anneke Grönloh;"Jij bent mijn leven";Dutch;10;2
1964;Grand Final;03;Norway;Arne Bendiksen;"Spiral";Norwegian;8;6
1964;Grand Final;04;Denmark;Bjørn Tidmand;"Sangen om dig";Danish;9;4
1964;Grand Final;05;Finland;Lasse Mårtenson;"Laiskotellen";Finnish;7;9
1964;Grand Final;06;Austria;Udo Jürgens;"Warum nur, warum?";German;6;11
1964;Grand Final;07;France;Rachel;"Le chant de Mallory";French;4;14
1964;Grand Final;08;United Kingdom;Matt Monro;"I Love the Little Things";English;2;17
1964;Grand Final;09;Germany;Nora Nova;"Man gewöhnt sich so schnell an das Schöne";German;13;0
1964;Grand Final;10;Monaco;Romuald;"Où sont-elles passées";French;3;15
1964;Grand Final;11;Portugal;António Calvário;"Oração";Portuguese;13;0
1964;Grand Final;12;Italy;Gigliola Cinquetti;"Non ho l'età";Italian;1;49
1964;Grand Final;13;Yugoslavia;Sabahudin Kurt;"Život je sklopio krug";Bosnian;13;0
1964;Grand Final;14;Switzerland;Anita Traversi;"I miei pensieri";Italian;13;0
1964;Grand Final;15;Belgium;Robert Cogoi;"Près de ma rivière";French;10;2
1964;Grand Final;16;Spain;Los TNT;"Caracola";Spanish;12;1
1965;Grand Final;01;Netherlands;Conny van den Bos;"'t is genoeg";Dutch;11;5
1965;Grand Final;02;United Kingdom;Kathy Kirby;"I Belong";English;2;26
1965;Grand Final;03;Spain;Conchita Bautista;"¡Qué bueno, qué bueno!";Spanish;15;0
1965;Grand Final;04;Ireland;Butch Moore;"Walking the Streets in the Rain";English;6;11
1965;Grand Final;05;Germany;Ulla Wiesner;"Paradies, wo bist du?";German;15;0
1965;Grand Final;06;Austria;Udo Jürgens;"Sag ihr, ich lass sie grüßen";German;4;16
1965;Grand Final;07;Norway;Kirsti Sparboe;"Karusell";Norwegian;13;1
1965;Grand Final;08;Belgium;Lize Marke;"Als het weer lente is";Dutch;15;0
1965;Grand Final;09;Monaco;Marjorie Noël;"Va dire à l'amour";French;9;7
1965;Grand Final;10;Sweden;Ingvar Wixell;"Absent Friend";English;10;6
1965;Grand Final;11;France;Guy Mardel;"N'avoue jamais";French;3;22
1965;Grand Final;12;Portugal;Simone de Oliveira;"Sol de inverno";Portuguese;13;1
1965;Grand Final;13;Italy;Bobby Solo;"Se piangi, se ridi";Italian;5;15
1965;Grand Final;14;Denmark;Birgit Brüel;"For din skyld";Danish;7;10
1965;Grand Final;15;Luxembourg;France Gall;"Poupée de cire, poupée de son";French;1;32
1965;Grand Final;16;Finland;Viktor Klimenko;"Aurinko laskee länteen";Finnish;15;0
1965;Grand Final;17;Yugoslavia;Vice Vukov;"Čežnja";Croatian;12;2
1965;Grand Final;18;Switzerland;Yovanna;"Non, à jamais sans toi";French;8;8
1966;Grand Final;01;Germany;Margot Eskens;"Die Zeiger der Uhr";German;10;7
1966;Grand Final;02;Denmark;Ulla Pia;"Stop – mens legen er go'";Danish;14;4
1966;Grand Final;03;Belgium;Tonia;"Un peu de poivre, un peu de sel";French;4;14
1966;Grand Final;04;Luxembourg;Michèle Torr;"Ce soir je t'attendais";French;10;7
1966;Grand Final;05;Yugoslavia;Berta Ambrož;"Brez besed";Slovene;7;9
1966;Grand Final;06;Norway;Åse Kleveland;"Intet er nytt under solen";Norwegian;3;15
1966;Grand Final;07;Finland;Ann Christine;"Playboy";Finnish;10;7
1966;Grand Final;08;Portugal;Madalena Iglésias;"Ele e ela";Portuguese;13;6
1966;Grand Final;09;Austria;Udo Jürgens;"Merci, Chérie";German;1;31
1966;Grand Final;10;Sweden;Lill Lindfors & Svante Thuresson;"Nygammal vals";Swedish;2;16
1966;Grand Final;11;Spain;Raphael;"Yo soy aquél";Spanish;7;9
1966;Grand Final;12;Switzerland;Madeleine Pascal;"Ne vois-tu pas?";French;6;12
1966;Grand Final;13;Monaco;Téréza;"Bien plus fort";French;17;0
1966;Grand Final;14;Italy;Domenico Modugno;"Dio, come ti amo";Italian;17;0
1966;Grand Final;15;France;Dominique Walter;"Chez nous";French;16;1
1966;Grand Final;16;Netherlands;Milly Scott;"Fernando en Filippo";Dutch;15;2
1966;Grand Final;17;Ireland;Dickie Rock;"Come Back to Stay";English;4;14
1966;Grand Final;18;United Kingdom;Kenneth McKellar;"A Man Without Love";English;9;8
1967;Grand Final;01;Netherlands;Thérèse Steinmetz;"Ring-dinge-ding";Dutch;14;2
1967;Grand Final;02;Luxembourg;Vicky Leandros;"L'amour est bleu";French;4;17
1967;Grand Final;03;Austria;Peter Horton;"Warum es hunderttausend Sterne gibt";German;14;2
1967;Grand Final;04;France;Noëlle Cordier;"Il doit faire beau là-bas";French;3;20
1967;Grand Final;05;Portugal;Eduardo Nascimento;"O vento mudou";Portuguese;12;3
1967;Grand Final;06;Switzerland;Géraldine;"Quel cœur vas-tu briser?";French;17;0
1967;Grand Final;07;Sweden;Östen Warnerbring;"Som en dröm";Swedish;8;7
1967;Grand Final;08;Finland;Fredi;"Varjoon – suojaan";Finnish;12;3
1967;Grand Final;09;Germany;Inge Brück;"Anouschka";German;8;7
1967;Grand Final;10;Belgium;Louis Neefs;"Ik heb zorgen";Dutch;7;8
1967;Grand Final;11;United Kingdom;Sandie Shaw;"Puppet on a String";English;1;47
1967;Grand Final;12;Spain;Raphael;"Hablemos del amor";Spanish;6;9
1967;Grand Final;13;Norway;Kirsti Sparboe;"Dukkemann";Norwegian;14;2
1967;Grand Final;14;Monaco;Minouche Barelli;"Boum-Badaboum";French;5;10
1967;Grand Final;15;Yugoslavia;Lado Leskovar;"Vse rože sveta";Slovene;8;7
1967;Grand Final;16;Italy;Claudio Villa;"Non andare più lontano";Italian;11;4
1967;Grand Final;17;Ireland;Sean Dunphy;"If I Could Choose";English;2;22
1968;Grand Final;01;Portugal;Carlos Mendes;"Verão";Portuguese;11;5
1968;Grand Final;02;Netherlands;Ronnie Tober;"Morgen";Dutch;16;1
1968;Grand Final;03;Belgium;Claude Lombard;"Quand tu reviendras";French;7;8
1968;Grand Final;04;Austria;Karel Gott;"Tausend Fenster";German;13;2
1968;Grand Final;05;Luxembourg;Chris Baldo & Sophie Garel;"Nous vivrons d'amour";French;11;5
1968;Grand Final;06;Switzerland;Gianni Mascolo;"Guardando il sole";Italian;13;2
1968;Grand Final;07;Monaco;Line & Willy;"À chacun sa chanson";French;7;8
1968;Grand Final;08;Sweden;Claes-Göran Hederström;"Det börjar verka kärlek, banne mej";Swedish;5;15
1968;Grand Final;09;Finland;Kristina Hautala;"Kun kello käy";Finnish;16;1
1968;Grand Final;10;France;Isabelle Aubret;"La source";French;3;20
1968;Grand Final;11;Italy;Sergio Endrigo;"Marianne";Italian;10;7
1968;Grand Final;12;United Kingdom;Cliff Richard;"Congratulations";English;2;28
1968;Grand Final;13;Norway;Odd Børre;"Stress";Norwegian;13;2
1968;Grand Final;14;Ireland;Pat McGuigan;"Chance of a Lifetime";English;4;18
1968;Grand Final;15;Spain;Massiel;"La, la, la";Spanish;1;29
1968;Grand Final;16;Germany;Wenche Myhre;"Ein Hoch der Liebe";German;6;11
1968;Grand Final;17;Yugoslavia;Dubrovački trubaduri;"Jedan dan";Serbo-Croatian;7;8
1969;Grand Final;01;Yugoslavia;Ivan & 4M;"Pozdrav svijetu";Croatian;13;5
1969;Grand Final;02;Luxembourg;Romuald;"Catherine";French;11;7
1969;Grand Final;03;Spain;Salomé;"Vivo cantando";Spanish;1;18
1969;Grand Final;04;Monaco;Jean Jacques;"Maman, Maman";French;6;11
1969;Grand Final;05;Ireland;Muriel Day & The Lindsays;"The Wages of Love";English;7;10
1969;Grand Final;06;Italy;Iva Zanicchi;"Due grosse lacrime bianche";Italian;13;5
1969;Grand Final;07;United Kingdom;Lulu;"Boom Bang-a-Bang";English;1;18
1969;Grand Final;08;Netherlands;Lenny Kuhr;"De troubadour";Dutch;1;18
1969;Grand Final;09;Sweden;Tommy Körberg;"Judy, min vän";Swedish;9;8
1969;Grand Final;10;Belgium;Louis Neefs;"Jennifer Jennings";Dutch;7;10
1969;Grand Final;11;Switzerland;Paola Del Medico;"Bonjour, Bonjour";German;5;13
1969;Grand Final;12;Norway;Kirsti Sparboe;"Oj, oj, oj, så glad jeg skal bli";Norwegian;16;1
1969;Grand Final;13;Germany;Siw Malmkvist;"Primaballerina";German;9;8
1969;Grand Final;14;France;Frida Boccara;"Un jour, un enfant";French;1;18
1969;Grand Final;15;Portugal;Simone de Oliveira;"Desfolhada portuguesa";Portuguese;15;4
1969;Grand Final;16;Finland;Jarkko & Laura;"Kuin silloin ennen";Finnish;12;6
1970;Grand Final;01;Netherlands;Hearts of Soul;"Waterman";Dutch;7;7
1970;Grand Final;02;Switzerland;Henri Dès;"Retour";French;4;8
1970;Grand Final;03;Italy;Gianni Morandi;"Occhi di ragazza";Italian;8;5
1970;Grand Final;04;Yugoslavia;Eva Sršen;"Pridi, dala ti bom cvet";Slovene;11;4
1970;Grand Final;05;Belgium;Jean Vallée;"Viens l'oublier";French;8;5
1970;Grand Final;06;France;Guy Bonnet;"Marie-Blanche";French;4;8
1970;Grand Final;07;United Kingdom;Mary Hopkin;"Knock, Knock Who's There?";English;2;26
1970;Grand Final;08;Luxembourg;David Alexandre Winter;"Je suis tombé du ciel";French;12;0
1970;Grand Final;09;Spain;Julio Iglesias;"Gwendolyne";Spanish;4;8
1970;Grand Final;10;Monaco;Dominique Dussault;"Marlène";French;8;5
1970;Grand Final;11;Germany;Katja Ebstein;"Wunder gibt es immer wieder";German;3;12
1970;Grand Final;12;Ireland;Dana;"All Kinds of Everything";English;1;32
1971;Grand Final;01;Austria;Marianne Mendt;"Musik";Viennese;16;66
1971;Grand Final;02;Malta;Joe Grech;"Marija l-Maltija";Maltese;18;52
1971;Grand Final;03;Monaco;Séverine;"Un banc, un arbre, une rue";French;1;128
1971;Grand Final;04;Switzerland;Peter, Sue and Marc;"Les illusions de nos vingt ans";French;12;78
1971;Grand Final;05;Germany;Katja Ebstein;"Diese Welt";German;3;100
1971;Grand Final;06;Spain;Karina;"En un mundo nuevo";Spanish;2;116
1971;Grand Final;07;France;Serge Lama;"Un jardin sur la terre";French;10;82
1971;Grand Final;08;Luxembourg;Monique Melsen;"Pomme, pomme, pomme";French;13;70
1971;Grand Final;09;United Kingdom;Clodagh Rodgers;"Jack In The Box";English;4;98
1971;Grand Final;10;Belgium;Lily Castel & Jacques Raymond;"Goeiemorgen, morgen";Dutch;14;68
1971;Grand Final;11;Italy;Massimo Ranieri;"L'amore è un attimo";Italian;5;91
1971;Grand Final;12;Sweden;Family Four;"Vita vidder";Swedish;6;85
1971;Grand Final;13;Ireland;Angela Farrell;"One Day Love";English;11;79
1971;Grand Final;14;Netherlands;Saskia & Serge;"Tijd";Dutch;6;85
1971;Grand Final;15;Portugal;Tonicha;"Menina do alto da serra";Portuguese;9;83
1971;Grand Final;16;Yugoslavia;Krunoslav Slabinac;"Tvoj dječak je tužan";Croatian;14;68
1971;Grand Final;17;Finland;Markku Aro & Koivistolaiset;"Tie uuteen päivään";Finnish;8;84
1971;Grand Final;18;Norway;Hanne Krogh;"Lykken er";Norwegian;17;65
1972;Grand Final;01;Germany;Mary Roos;"Nur die Liebe läßt uns leben";German;3;107
1972;Grand Final;02;France;Betty Mars;"Comé-comédie";French;11;81
1972;Grand Final;03;Ireland;Sandie Jones;"Ceol an Ghrá";Irish;15;72
1972;Grand Final;04;Spain;Jaime Morey;"Amanece";Spanish;10;83
1972;Grand Final;05;United Kingdom;The New Seekers;"Beg, Steal or Borrow";English;2;114
1972;Grand Final;06;Norway;Grethe Kausland & Benny Borg;"Småting";Norwegian;14;73
1972;Grand Final;07;Portugal;Carlos Mendes;"A festa da vida";Portuguese;7;90
1972;Grand Final;08;Switzerland;Véronique Müller;"C'est la chanson de mon amour";French;8;88
1972;Grand Final;09;Malta;Helen and Joseph;"L-imħabba";Maltese;18;48
1972;Grand Final;10;Finland;Päivi Paunu & Kim Floor;"Muistathan";Finnish;12;78
1972;Grand Final;11;Austria;Milestones;"Falter im Wind";German;5;100
1972;Grand Final;12;Italy;Nicola di Bari;"I giorni dell'arcobaleno";Italian;6;92
1972;Grand Final;13;Yugoslavia;Tereza Kesovija;"Muzika i ti";Serbo-Croatian;9;87
1972;Grand Final;14;Sweden;Family Four;"Härliga sommardag";Swedish;13;75
1972;Grand Final;15;Monaco;Anne-Marie Godart & Peter MacLane;"Comme on s'aime";French;16;65
1972;Grand Final;16;Belgium;Serge & Christine Ghisoland;"À la folie ou pas du tout";French;17;55
1972;Grand Final;17;Luxembourg;Vicky Leandros;"Après toi";French;1;128
1972;Grand Final;18;Netherlands;Sandra & Andres;"Als het om de liefde gaat";Dutch;4;106
1973;Grand Final;01;Finland;Marion Rung;"Tom Tom Tom";English;6;93
1973;Grand Final;02;Belgium;Nicole & Hugo;"Baby, Baby";Dutch;17;58
1973;Grand Final;03;Portugal;Fernando Tordo;"Tourada";Portuguese;10;80
1973;Grand Final;04;Germany;Gitte;"Junger Tag";German;8;85
1973;Grand Final;05;Norway;Bendik Singers;"It's Just A Game";English, French;7;89
1973;Grand Final;06;Monaco;Marie;"Un train qui part";French;8;85
1973;Grand Final;07;Spain;Mocedades;"Eres tú";Spanish;2;125
1973;Grand Final;08;Switzerland;Patrick Juvet;"Je vais me marier, Marie";French;12;79
1973;Grand Final;09;Yugoslavia;Zdravko Čolić;"Gori vatra";Serbo-Croatian;15;65
1973;Grand Final;10;Italy;Massimo Ranieri;"Chi sarà con te";Italian;13;74
1973;Grand Final;11;Luxembourg;Anne-Marie David;"Tu te reconnaîtras";French;1;129
1973;Grand Final;12;Sweden;Nova & The Dolls;"You're Summer";English;5;94
1973;Grand Final;13;Netherlands;Ben Cramer;"De oude muzikant";Dutch;14;69
1973;Grand Final;14;Ireland;Maxi;"Do I Dream";English;10;80
1973;Grand Final;15;United Kingdom;Cliff Richard;"Power to All Our Friends";English;3;123
1973;Grand Final;16;France;Martine Clémenceau;"Sans toi";French;15;65
1973;Grand Final;17;Israel;Ilanit;"Ey Sham" (אי שם);Hebrew;4;97
1974;Grand Final;01;Finland;Carita;"Keep Me Warm";English;13;4
1974;Grand Final;02;United Kingdom;Olivia Newton-John;"Long Live Love";English;4;14
1974;Grand Final;03;Spain;Peret;"Canta y sé feliz";Spanish;9;10
1974;Grand Final;04;Norway;Anne-Karine Strøm feat. Bendik Singers;"The First Day of Love";English;14;3
1974;Grand Final;05;Greece;Marinella;"Krasi, thalassa ke t' agori mou"(Κρασί, θάλασσα και τ' αγόρι μου);Greek;11;7
1974;Grand Final;06;Israel;Kaveret;"Natati La Khayay" (נתתי לה חיי);Hebrew;7;11
1974;Grand Final;07;Yugoslavia;Korni Grupa;"Generacija '42" (Генерација '42);Serbian;12;6
1974;Grand Final;08;Sweden;ABBA;"Waterloo";English;1;24
1974;Grand Final;09;Luxembourg;Ireen Sheer;"Bye Bye I Love You";French;4;14
1974;Grand Final;10;Monaco;Romuald;"Celui qui reste et celui qui s'en va";French;4;14
1974;Grand Final;11;Belgium;Jacques Hustin;"Fleur de liberté";French;9;10
1974;Grand Final;12;Netherlands;Mouth & MacNeal;"I See a Star";English;3;15
1974;Grand Final;13;Ireland;Tina Reynolds;"Cross Your Heart";English;7;11
1974;Grand Final;14;Germany;Cindy & Bert;"Die Sommermelodie";German;14;3
1974;Grand Final;15;Switzerland;Piera Martell;"Mein Ruf nach dir";German;14;3
1974;Grand Final;16;Portugal;Paulo de Carvalho;"E depois do adeus";Portuguese;14;3
1974;Grand Final;17;Italy;Gigliola Cinquetti;"Sì";Italian;2;18
1975;Grand Final;01;Netherlands;Teach-In;"Ding-a-dong";English;1;152
1975;Grand Final;02;Ireland;The Swarbriggs;"That's What Friends Are For";English;9;68
1975;Grand Final;03;France;Nicole Rieu;"Et bonjour à toi l'artiste";French;4;91
1975;Grand Final;04;Germany;Joy Fleming;"Ein Lied kann eine Brücke sein";German, English;17;15
1975;Grand Final;05;Luxembourg;Geraldine;"Toi";French;5;84
1975;Grand Final;06;Norway;Ellen Nikolaysen;"Touch My Life (With Summer)";English;18;11
1975;Grand Final;07;Switzerland;Simone Drexel;"Mikado";German;6;77
1975;Grand Final;08;Yugoslavia;Pepel in kri;"Dan ljubezni";Slovene;13;22
1975;Grand Final;09;United Kingdom;The Shadows;"Let Me Be The One";English;2;138
1975;Grand Final;10;Malta;Renato;"Singing This Song";English;12;32
1975;Grand Final;11;Belgium;Ann Christy;"Gelukkig zijn";Dutch, English;15;17
1975;Grand Final;12;Israel;Shlomo Artzi;"At Va'Ani" (את ואני);Hebrew;11;40
1975;Grand Final;13;Turkey;Semiha Yankı;"Seninle Bir Dakika";Turkish;19;3
1975;Grand Final;14;Monaco;Sophie;"Une chanson c'est une lettre";French;13;22
1975;Grand Final;15;Finland;Pihasoittajat;"Old Man Fiddle";English;7;74
1975;Grand Final;16;Portugal;Duarte Mendes;"Madrugada";Portuguese;16;16
1975;Grand Final;17;Spain;Sergio & Estíbaliz;"Tú volverás";Spanish;10;53
1975;Grand Final;18;Sweden;Lasse Berghagen;"Jennie, Jennie";English;8;72
1975;Grand Final;19;Italy;Wess & Dori Ghezzi;"Era";Italian;3;115
1976;Grand Final;01;United Kingdom;Brotherhood of Man;"Save Your Kisses for Me";English;1;164
1976;Grand Final;02;Switzerland;Peter, Sue and Marc;"Djambo, Djambo";English;4;91
1976;Grand Final;03;Germany;Les Humphries Singers;"Sing Sang Song";German;15;12
1976;Grand Final;04;Israel;Chocolate, Menta, Mastik;"Emor Shalom" (אמור שלום);Hebrew;6;77
1976;Grand Final;05;Luxembourg;Jürgen Marcus;"Chansons pour ceux qui s'aiment";French;14;17
1976;Grand Final;06;Belgium;Pierre Rapsat;"Judy et Cie";French;8;68
1976;Grand Final;07;Ireland;Red Hurley;"When";English;10;54
1976;Grand Final;08;Netherlands;Sandra Reemer;"The Party's Over";English;9;56
1976;Grand Final;09;Norway;Anne-Karine Strøm;"Mata Hari";English;18;7
1976;Grand Final;10;Greece;Mariza Koch;"Panagia mou, Panagia mou"(Παναγιά μου, Παναγιά μου);Greek;13;20
1976;Grand Final;11;Finland;Fredi & Ystävät;"Pump-Pump";English;11;44
1976;Grand Final;12;Spain;Braulio;"Sobran las palabras";Spanish;16;11
1976;Grand Final;13;Italy;Al Bano & Romina Power;"We'll Live It All Again";English, Italian;7;69
1976;Grand Final;14;Austria;Waterloo & Robinson;"My Little World";English;5;80
1976;Grand Final;15;Portugal;Carlos do Carmo;"Uma flor de verde pinho";Portuguese;12;24
